book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,original_title,language_code,average_rating,ratings_count
735,96358,96358,551787,69,930289455,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke ,eng,4.36,113855
736,16981,16981,170957,109,679732764,Ralph Ellison,1952,Invisible Man,eng,3.84,123073
737,43015,43015,825414,68,374105235,Ishmael Beah,2007,A Long Way Gone. Memoirs of a Boy Soldier,en-US,4.14,116260
738,9822,9822,839692,73,689862202,Robert C. O'Brien,1971,Mrs. Frisby and the Rats of NIMH,,4.13,135978
739,39662,39662,2248680,132,751514624,Stephen King,1982,Different Seasons,eng,4.34,105961
740,114345,114345,2852640,14,60529962,"Laura Ingalls Wilder, Garth Williams",1953,The Little House Collection,,4.33,124320
741,33926,33926,33947,61,143035479,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,,3.29,113977
742,13453029,13453029,18979356,116,,Hugh Howey,2012,Wool Omnibus,eng,4.24,81982
743,28881,28881,3346728,51,380813815,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US,4.26,118576
744,6708,6708,840520,153,1577314808,Eckhart Tolle,1997,The Power of Now,eng,4.1,104549
745,12868761,12868761,17995392,2,399159010,Jenny  Lawson,2012,Let's Pretend This Never Happened (A Mostly True Memoir),eng,3.9,118475
746,127455,127455,2116675,72,553804677,Scott Lynch,2006,The Lies of Locke Lamora,eng,4.3,118751
747,518848,518848,3312237,99,64471837,Garth Nix,1995,Sabriel,en-US,4.17,137047
748,5161066,5161066,5228078,68,441017150,Charlaine Harris,2009,Dead and Gone,eng,4.01,145157
749,15753740,15753740,21449403,62,1439102767,Jodi Picoult,2013,The Storyteller,eng,4.26,109313
750,12578077,12578077,17588854,60,1620610078,Jennifer L. Armentrout,2011,Obsidian,eng,4.23,164832
751,8694,8694,74123,142,345418905,Douglas Adams,1982,"Life, the Universe and Everything",eng,4.19,131562
752,17167166,17167166,21581860,55,1619630621,Sarah J. Maas,2013,Crown of Midnight,en-CA,4.49,160485
753,29800,29800,30220,34,1932664084,Bryan Lee O'Malley,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,126864
754,6366437,6366437,6553801,51,1416586288,Jeannette Walls,2008,Half Broke Horses: A True Life Novel,eng,4.05,110597
755,386372,386372,1857065,4,61020680,Terry Pratchett,1987,Mort,eng,4.22,128450
756,6644117,6644117,6838626,58,373210086,Julie Kagawa,2010,"The Iron King (The Iron Fey, #1) ",eng,3.92,158063
757,256008,256008,3281465,57,067168390X,Larry McMurtry,1985,Lonesome Dove,en-US,4.47,111498
758,32145,32145,1188203,48,393324826,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,eng,4.05,122502
759,8709527,8709527,13582374,37,1595143173,Richelle Mead,2011,Bloodlines,en-US,4.22,140599
760,9532,9532,3145587,63,765342405,Orson Scott Card,1998,Ender's Shadow,eng,4.3,115521
761,6063187,6063187,6239469,74,385342020,Sophie Kinsella,2009,Twenties Girl,eng,3.82,119105
762,375013,375013,3127624,134,340606517,Thomas Keneally,1982,Schindler's Ark,eng,4.34,108338
763,11337,11337,1987778,104,452287065,Toni Morrison,1970,The Bluest Eye,eng,3.99,109944
764,5971165,5971165,13560666,101,1416563687,Philippa Gregory,2009,The White Queen,eng,3.9,119739
765,92057,92057,47400,105,345350685,"Malcolm X, Alex Haley",1965,The Autobiography of Malcolm X,eng,4.29,124805
766,23754,23754,1228437,68,1563892278,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes,eng,4.3,122540
767,110737,110737,17572,63,345465083,Laura Hillenbrand,1999,Seabiscuit,en-US,4.2,111497
768,21686,21686,1234227,134,038073186X,Dennis Lehane,2003,Shutter Island,eng,4.07,113718
769,188572,188572,7492217,301,553328255,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,eng,4.5,109754
770,13006,13006,2796883,1129,198320272,"William Shakespeare, Roma Gill",1599,The Tragedy of Julius Caesar,eng,3.65,119933
771,9938498,9938498,14831761,57,307408841,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481
772,30289,30289,1625515,842,140449140,"Plato, Desmond Lee",-380,Πολιτεία,eng,3.9,110274
773,47021,47021,3152341,689,074347757X,William Shakespeare,1593,The Taming of the Shrew,en-US,3.81,126318
774,13206828,13206828,18390772,51,312642970,Marissa Meyer,2014,Cress,eng,4.46,162069
775,341879,341879,332242,66,006621131X,Patti Smith,2010,Just Kids,en-US,4.14,106542
776,567616,567616,347606,8,714836257,Phaidon Press,1997,,eng,3.79,102746
777,227941,227941,3341834,40,767905180,Jane Green,2001,Jemima J,en-US,3.62,101436
778,30597,30597,3043569,1206,451527887,"Victor Hugo, Walter J. Cobb",1831,Notre-Dame de Paris,eng,3.97,119851
779,5211,5211,865827,79,140003065X,Rohinton Mistry,1996,A Fine Balance,eng,4.34,99252
780,77727,77727,2110010,24,836220889,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,en-US,4.61,117788
781,24765,24765,3278286,66,689865406,Scott Westerfeld,2006,Specials,eng,3.77,139168
782,58345,58345,1970518,452,543898083,Kate Chopin,1899,The Awakening,eng,3.63,125474
783,4134071,4134071,4181277,63,031237982X,"P.C. Cast, Kristin Cast",2009,Hunted,eng,3.93,138103
784,10929,10929,3125926,83,1401303277,Mitch Albom,2006,For One More Day,en-US,4.09,102193
785,32669,32669,5054704,91,425144372,Tom Clancy,1989,Clear and Present Danger,eng,4.08,105317
786,30120,30120,2501867,24,60513098,Shel Silverstein,1996,Falling Up,en-US,4.33,111779
787,7821447,7821447,10860635,39,61992704,Justin Halpern,2010,Sh*t My Dad Says,,3.98,102560
788,23955,135836,1087421,112,2020336464,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,fre,4.07,59453
789,29581,29581,1703483,143,553803727,Isaac Asimov,1952,Foundation and Empire,eng,4.2,105595
790,6596,6596,376130,82,1878424505,Miguel Ruiz,1997,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",,4.12,97016
791,6614960,6614960,6809039,7,743296435,Jodi Picoult,2010,House Rules,en-US,4.01,111239
792,22917,22917,1855987,325,394709306,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,Brüder Grimm: Kinder- und Hausmärchen,eng,4.31,116324
793,3980,3980,1384549,83,744583276,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537
794,16130549,16130549,17851499,116,1476727651,Stephen King,2013,Doctor Sleep,eng,4.1,95276
795,4271,4271,2961843,138,140285679,Nick Hornby,1998,About a Boy,en-US,3.79,101999
796,15760001,15760001,21459719,61,,Samantha Young,2012,On Dublin Street,eng,4.24,136761
797,3206011,3206011,3239458,44,1434768511,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351
798,7770,7770,98895,49,7173687,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish",,4.12,117582
799,32423,32423,2200683,99,,Dean Koontz,1987,Watchers,,4.16,109595
800,821611,821611,1602613,298,553213873,Helen Keller,1902,The Story of My Life,eng,4.07,107313
801,6224935,6224935,6405647,71,052595127X,Jonathan Tropper,2009,This Is Where I Leave You,eng,3.88,98645
802,7108001,7108001,6596168,62,446563080,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,en-US,3.7,106336
803,271199,271199,542633,17,1591826039,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,フルーツバスケット 1,eng,4.23,118467
804,12985,12985,1359590,956,743482832,William Shakespeare,1623,The Tempest,en-US,3.8,125178
805,6917952,6917952,7145410,61,1905654944,"P.C. Cast, Kristin Cast",2010,Burned: A House of Night Novel,eng,3.98,120763
806,5096,5096,750558,11,340829788,"Stephen King, Dave McKean",1997,Wizard and Glass,eng,4.24,105026
807,18302455,18302455,25791820,89,385351399,Dave Eggers,2013,The Circle,eng,3.46,109412
808,9673436,9673436,527941,73,439813786,Brian Selznick,2007,The Invention of Hugo Cabret,eng,4.23,132159
809,5479,5479,39947767,38,60776099,"Aldous Huxley, Christopher Hitchens",1932,Brave New World/Brave New World Revisited,eng,4.16,108124
810,1087204,1087204,2192688,17,1591169151,Bisco Hatori,2003,桜蘭高校ホスト部 1,eng,4.36,113881
811,18812405,18812405,26747961,76,778316556,Mary Kubica,2014,The Good Girl,eng,3.81,100936
812,16070903,16070903,21864517,47,,Abbi Glines,2012,"Fallen Too Far (Too Far, #1)",eng,4.21,138871
813,18081809,18081809,25391048,51,1250049377,Rainbow Rowell,2014,Landline,eng,3.55,113805
814,6262365,6262365,6445600,62,1905654588,"P.C. Cast, Kristin Cast",2008,Tempted,eng,3.96,127387
815,12497,12497,2996445,104,375706674,Cormac McCarthy,2005,No Country for Old Men,eng,4.12,100513
816,6101138,6101138,6278354,2,7230206,Hilary Mantel,2009,Wolf Hall,eng,3.85,102936
817,6294,6294,2001,75,006441034X,Diana Wynne Jones,1986,Howl's Moving Castle,eng,4.3,123945
818,11570,11570,643924,118,2226131906,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,fre,3.59,115855
819,16902,16902,2361393,852,691096120,Henry David Thoreau,1854,Walden; or Life in the Woods,eng,3.79,108062
820,28921,28921,3333111,170,571225381,Kazuo Ishiguro,1989,The Remains of the Day,eng,4.1,105892
821,10766509,10766509,15677976,91,446547654,Nicholas Sparks,2010,The Best of Me,en-US,3.91,103915
822,10746542,10746542,15657664,110,224094157,Julian Barnes,2011,The Sense of an Ending,eng,3.7,94968
823,64863,64863,1299178,81,312938993,Sue Grafton,1982,A is for Alibi,en-US,3.82,116026
824,1554,1554,3098166,498,1580495931,"Sophocles, J.E. Thomas",-430,Οἰδίπους Τύραννος,eng,3.67,119496
825,5960325,5960325,5991850,52,1400067111,Lisa See,2009,Shanghai Girls,eng,3.87,106729
826,5659,5659,1061285,1150,143039091,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,eng,3.98,124612
827,15749186,15749186,21442106,60,,Jenny Han,2014,To All the Boys I've Loved Before,eng,4.11,136938
828,9516,9516,3303888,39,037571457X,"Marjane Satrapi, Mattias Ripa",2000,Persepolis,eng,4.23,117103
829,3087,3087,4574872,557,1420925431,E.M. Forster,1908,A Room with a View,eng,3.91,109994
830,6931356,6931356,7162394,53,316084239,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736
831,1295102,1295102,1284222,38,067001088X,Sarah Dessen,2008,Lock and Key,eng,4.01,120475
832,268602,479309,1097497,101,399151575,J.D. Robb,1995,Naked in Death,en-US,4.13,78028
833,5355,5355,1254155,112,385339666,John Grisham,1994,The Chamber,eng,3.76,102715
834,4502877,4502877,4551869,1,,Stephenie Meyer,2008,Midnight Sun (Partial Draft),eng,4.03,138118
835,204042,204042,197436,49,1569319006,"Masashi Kishimoto, Katy Bridges",1999,NARUTO -ナルト- 巻ノ一 ,eng,4.35,104633
836,13227454,13227454,18156927,89,812993292,Rachel Joyce,2012,The Unlikely Pilgrimage of Harold Fry,eng,3.89,94012
837,13262783,13262783,18464379,66,307931889,David Levithan,2012,Every Day,eng,3.99,121863
838,8648,8648,1150594,79,312861877,Orson Scott Card,1991,Xenocide,eng,3.77,104467
839,24128,24128,2682703,1088,743477561,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,eng,3.78,115621
840,402093,402093,1755568,120,440178002,James Clavell,1975,Shōgun,eng,4.37,104339
841,42900,42900,1214837,52,451219368,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249
842,16096824,16096824,21905102,54,1619634449,Sarah J. Maas,2015,A Court of Thorns and Roses,eng,4.29,167848
843,13584236,13584236,19171215,31,345803574,E.L. James,2012,,,4.13,76876
844,293595,293595,680304,42,068983568X,"Bill Martin Jr., John Archambault, Lois Ehlert",1989,Chicka Chicka Boom Boom,eng,4.21,105192
845,6393631,6393631,6582125,28,545132053,Raina Telgemeier,2009,Smile,eng,4.19,98628
846,5472,5472,2966408,51,151010269,"George Orwell, Christopher Hitchens",1950, Animal Farm & 1984,eng,4.26,116197
847,5161,5161,1207024,48,140286276,Jacquelyn Mitchard,1996,The Deep End of the Ocean,en-US,3.84,102733
848,12555,12555,1898187,79,345457374,Amy Tan,2001,The Bonesetter's Daughter,en-US,3.98,99926
849,402013,402013,108471,67,60288140,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging",eng,3.74,112733
850,13538873,13538873,6736543,88,374214913,Robin Sloan,2012,Mr. Penumbra's 24-Hour Bookstore,eng,3.75,110552
851,43448,43448,3311885,111,743496310,V.C. Andrews,1979,Flowers in the Attic,eng,3.79,109063
852,25899336,25899336,45424659,80,,"Paul Kalanithi, Abraham Verghese",2016,When Breath Becomes Air,eng,4.32,116771
853,139463,139463,3264295,49,590452037,Jerry Spinelli,1990,Maniac Magee,eng,3.86,99831
854,22290,12813565,849507,87,99285444,Chuck Palahniuk,1999,Invisible Monsters,eng,4,54937
855,1625,1625,3267921,861,743482778,William Shakespeare,1601,"Twelfth Night; or, What You Will",eng,3.97,119607
856,12936,12936,2134456,73,385732562,Lois Lowry,2000,Gathering Blue,eng,3.8,114917
857,902,902,869832,38,014240120X,Ellen Raskin,1978,The Westing Game,eng,4.03,117108
858,15839976,15839976,21580644,83,345539788,Pierce Brown,2014,Red Rising,eng,4.26,104939
859,3227063,3227063,3261241,48,316033677,Brent Weeks,2008,The Way of Shadows,en-US,4.15,109236
860,30868,30868,1095121,48,812474945,Barbara Kingsolver,1988,The Bean Trees,eng,3.94,105032
861,15745950,15745950,21436019,58,1476712980,Jamie McGuire,2013,Walking Disaster,eng,4.23,134022
862,17332218,17332218,16482835,34,765326361,Brandon Sanderson,2014,Words of Radiance,eng,4.77,73572
863,301736,301736,45331,148,076360013X,"Sam McBratney, Anita Jeram",1988,Guess How Much I Love You,en-US,4.36,104690
864,10967,10967,1189893,76,440221668,Diana Gabaldon,2001,The Fiery Cross,eng,4.26,103552
865,10628,10628,2454497,119,450042685,"Stephen King, John D. MacDonald",1978,Night Shift,en-GB,3.96,104248
866,126232,126232,2318370,109,1400064562,Peter Benchley,1974,Jaws,eng,3.96,102574
867,3867,3867,1882970,96,393328627,Nicole Krauss,2005,The History of Love,eng,3.91,98379
868,19302,19302,2056462,215,142402494,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi Långstrump,eng,4.11,123065
869,2967752,2967752,1531887,127,1933372605,"Muriel Barbery, Alison Anderson",2006,L'élégance du hérisson,eng,3.73,101669
870,2199,2199,2861004,40,743270754,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923
871,7091488,7091488,6902804,59,441018645,Charlaine Harris,2010,Dead in the Family,en-US,3.88,127379
872,11989,11989,2058116,388,679720219,"Albert Camus, Stuart Gilbert",1947,La peste,en-US,3.97,95803
873,78418,78418,888312,97,439206480,"Lemony Snicket, Brett Helquist",1999,The Reptile Room,eng,3.95,130213
874,13547180,13547180,19112736,35,145162137X,Susannah Cahalan,2012,Brain on Fire,eng,4,92849
875,305234,305234,296240,62,61214655,Melissa Marr,2007,Wicked Lovely ,en-US,3.69,131034
876,420297,420297,561754,55,039515023X,H.A. Rey,1941,Curious George,en-CA,4.13,105473
877,27712,27712,1122661,218,525457585,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,Die unendliche Geschichte,eng,4.17,109110
878,13912,13912,2561274,59,571212921,Sylvia Nasar,1998,A Beautiful Mind,en-GB,4.12,98276
879,41681,41681,1253187,534,1884365302,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,eng,3.72,97468
880,2800905,2800905,2451397,52,61662690,Kelley Armstrong,2008,The Summoning,en-US,4.03,132285
881,63697,63697,882844,124,684853949,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,102419
882,92364,92364,395229,144,006074815X,Ken Follett,1978,Storm Island,en-US,4.16,93475
883,78433,78433,3246409,103,1860498809,Margaret Atwood,2000,The Blind Assassin,eng,3.95,98464
884,23164983,23164983,17377739,29,1594747350,Ransom Riggs,2014,Hollow City,eng,4.07,73149
885,359770,7944648,932849,43,375727345,Andre Dubus III,1999,House of Sand and Fog,eng,3.83,55381
886,17235026,17235026,23753235,69,356500152,M.R. Carey,2014,The Girl with All the Gifts,eng,3.93,99729
887,77013,77013,481854,134,067973225X,William Faulkner,1930,As I Lay Dying,eng,3.72,103547
888,98573,98573,1285373,33,747532036,Crockett Johnson,1955,Harold and the Purple Crayon,eng,4.24,107221
889,35729,35729,1593685,57,451218043,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,137558
890,29580,29580,64823,146,553803735,Isaac Asimov,1953,,eng,4.23,96865
891,91477,91477,855288,59,451458125,Jim Butcher,2001,Fool Moon ,eng,4.04,111371
892,15751404,15751404,21445709,68,316204366,Malcolm Gladwell,2011,David and Goliath,eng,3.9,90083
893,870,870,1959820,37,1591169208,"Hiromu Arakawa, Akira Watanabe",2002,鋼の錬金術師 1,eng,4.49,93990
894,64216,64216,1128601,98,61020648,Terry Pratchett,1989,Guards! Guards!,eng,4.32,108652
895,7815,7815,1659905,57,1400078431,Joan Didion,2005,The Year of Magical Thinking,eng,3.86,94590
896,80660,80660,3106720,98,006112429X,Lionel Shriver,2003,We Need to Talk About Kevin,eng,4.07,101343
897,112537,112537,1882772,151,1857231589,Arthur C. Clarke,1973,Rendezvous with Rama,eng,4.06,93151
898,43758,43758,3147123,100,345419626,Anne Rice,1988,The Queen of the Damned,eng,3.86,110693
899,53835,53835,1959512,836,159308143X,"Edith Wharton, Maureen Howard",1920,The Age of Innocence,eng,3.93,102646
900,61535,61535,1746717,104,199291152,Richard Dawkins,1976,The Selfish Gene,eng,4.11,96564
901,4965,4965,3211895,20,142001430,Geraldine Brooks,2001,Year of Wonders: A Novel of the Plague,eng,4,104283
902,32508,32508,48262,130,446612731,Michael Connelly,1992,The Black Echo,eng,4.08,98591
903,667,667,287946,460,452281253,Ayn Rand,1938,Anthem,eng,3.62,95620
904,10140661,10140661,15038778,50,1936305623,Sylvain Reynard,2011,Gabriel's Inferno,eng,4.02,119633
905,8073,8073,11045,28,689707495,"Judi Barrett, Ron Barrett",1978,Cloudy with a Chance of Meatballs,eng,4.15,104677
906,6643090,6643090,6837577,65,1400068932,Helen Simonson,2010,Major Pettigrew's Last Stand,eng,3.87,97745
907,5598113,5598113,5769464,73,425227510,Nora Roberts,2009,Vision in White,eng,4.1,103933
908,10909,10909,2532689,69,074349671X,Jodi Picoult,2006,The Tenth Circle,eng,3.48,99170
909,9067850,9067850,13945952,66,1423140567,Rick Riordan,2011,The Throne of Fire,eng,4.2,116360
910,51964,51964,50700,64,765348276,John Scalzi,2005,Old Man's War,eng,4.23,97653
911,32692,32692,4847031,112,831727527,Stephen King,1992,Gerald's Game,eng,3.47,100158
912,6427,6427,617151,76,140255559,Janet Evanovich,1996,Two for the Dough,eng,4.11,116171
913,327847,327847,318479,63,684818701,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,The Joy of Cooking,,4.14,102348
914,21611,21611,423,98,60510862,Joe Haldeman,1974,The Forever War,eng,4.15,87636
915,10585,10585,1590722,125,8497597729,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,spa,3.79,100972
